node1,node2
Q8IY92,Q13151
Q99967,P05783
Q96G25,Q99567
Q8IZH2,P42166
O43395,Q9UKL3
Q13444,P30281
Q16630,Q96FV9
Q9Y2Y1,Q86YR5
P27037,Q9NPC6
Q49AN0,P30086
Q96D46,P05230
Q9UBE0,Q33E94
O94763,P47874
O43172,Q15562
O43572,P00488
Q99973,P20337
Q86U70,Q9Y6W6
Q8IYJ3,Q99661
Q7Z6M1,P61978
P02452,Q96BH1
P13861,P08047
Q9UL33,P62906
Q9Y294,P67809
P04049,Q9BVP2
Q8TAP6,Q9HCJ0
Q07021,Q8NC51
O43353,Q8N5I2
P60604,Q96SW2
O43927,Q2TAY7
P60891,Q9NNW7
O43187,P14784
Q7L5Y6,Q9NW08
O95376,O75915
Q15120,Q96PM5
Q5T2W1,Q8IYD1
O75145,Q13485
Q13474,Q8WXH0
Q96DB2,Q14114
P55089,P48378
P01889,Q96HR8
Q9BQ67,Q96NY9
Q8IZJ1,P49910
P53803,Q9GZZ9
P31350,P11166
O43927,Q92781
P33032,Q8WTR2
O14640,Q9NPD8
P49589,Q9Y3U8
P02686,Q9UK41
P54136,P35269
O75529,P19793
Q14141,O75817
Q9UKA4,Q96D46
Q15388,Q5T1R4
Q99684,P57678
P38159,Q96JM3
P39086,O94829
P68543,Q15038
O60239,P12235
P28799,Q9UBU8
P19838,Q99952
Q9NPG3,P15036
Q15131,Q00975
Q9H2X0,P63146
P35227,O14958
Q9UMX0,O60683
Q16543,P09326
Q13241,Q9Y6B2
P22695,Q08345
O60741,Q04756
Q8IU60,Q9H0U4
Q9Y345,O95863
P45985,P19532
Q13332,Q02548
P15374,Q9UM73
Q9BY77,Q2QGD7
Q7Z3Z4,Q15366
Q9Y6Q9,O43427
O15553,Q12802
Q15008,P23945
Q14686,Q13557
Q71F56,Q7L2J0
P02743,Q9Y279
P41146,O43439
O95460,Q13127
Q96FZ7,P18564
Q9UPT6,Q14106
Q5JY77,Q14676
O43196,Q13061
Q9H3Z4,Q14919
P02686,P62841
Q13635,P61204
Q96AJ9,P36897
Q9GZQ3,Q13619
Q15532,P27824
Q9BUZ4,Q8WXA9
Q6P2Q9,Q08AG7
Q9UGJ0,P52435
Q15349,Q9UIF7
O43488,P29320
A5D8V6,P23582
Q92889,O60840
P52565,Q9Y5B8
Q12962,Q9NPD8
Q9UM54,Q12802
P00749,Q13216
Q99819,Q9UJW0
P54577,Q07866
O15457,Q8IZT6
Q9NRW4,Q14974
O60921,P23297
P78371,P10515
P49591,Q9HD26
Q9Y2S7,P63272
O15392,P35269
Q9H0N5,P84103
Q9H4I2,Q9NZU7
P62633,O95863
Q9UHD9,Q9NVF7
P14210,Q9HAP6
Q9H204,P29474
Q9NVC6,O43847
Q00577,O15457
Q8NCM8,P30460
Q9P246,Q8TEU7
P22413,O75330
P00374,P36404
P11047,Q99698
Q33E94,P18510
Q9Y6B2,P78371
Q7Z465,P05156
Q15762,Q8NC69
Q9UKF6,P36954
Q969T4,Q8TEP8
Q96RR4,P04198
Q8N5M4,P13760
Q9UBC3,Q04724
Q8NHY5,P30305
Q9H2X6,Q9H4B6
P08235,Q06413
P43146,O00628
P10109,Q969G2
P61328,P57775
Q96B26,Q9NPC8
Q9UHQ1,Q15118
Q13443,O75494
Q16633,O43663
Q96CA5,P24278
Q9H2S9,Q9H270
Q13127,Q19AV6
Q15435,Q9HAQ2
Q14202,Q9UBU7
P57678,Q9P2N7
P54132,Q9BU64
P33240,P02748
P42773,Q15154
Q13501,Q5T1R4
P78347,P10515
Q9H2S9,P33032
Q9Y219,P26371
Q9BPZ7,Q92781
Q9NQC3,Q99523
Q9H5V7,Q96T60
Q13239,Q5D1E8
P37173,Q99519
Q9Y4Z0,P06756
P38398,Q86UE8
P56645,Q9Y6W5
O43186,Q7Z4I7
Q9BUL8,Q9Y508
P30626,Q9UM54
Q96DB2,P25024
Q9H074,Q9Y297
Q969T9,O43513
O15264,P81408
Q6P4R8,P35900
Q99626,Q9HCN6
P52594,P20807
P04275,Q8IXJ9
P54578,P10515
Q9UBE0,P62873
Q9Y383,P25800
Q9NR55,P52657
P05161,Q99972
Q9H0W5,Q9Y2I1
Q9HAW4,Q92851
Q05086,O14770
P13611,Q00536
Q06587,Q9Y2A7
Q99814,P07237
Q9UKT7,P25189
Q13402,Q8IYI6
Q92574,Q9BSV6
Q9NP98,O00151
Q9HCH5,P37173
Q9BWN1,P84103
Q92813,P40227
Q96A47,Q9H0E9
Q02224,P05109
Q68EM7,Q9NP64
Q9H0N5,Q9BWU0
Q9UGP5,Q96S44
O43745,Q9BZK7
Q9NZW5,Q05682
Q7LBR1,Q8WXF1
Q15370,Q9NP64
Q8WWN9,Q9BPZ3
Q9BXL5,P36578
O43924,O14867
Q13200,Q2QGD7
P50749,P08684
Q96QH2,Q9H0B6
Q13362,P04637
P00167,Q9Y230
Q9NQ25,Q9Y6X3
Q14241,P23297
Q13216,P14921
Q9H9A7,P61006
Q9BS18,P49450
P26373,P42224
P26022,Q13352
P35244,P29350
Q02413,P01584
Q08117,Q8NB12
O15061,Q8TF42
P52655,Q9H074
Q99469,P23396
Q9Y2J0,Q9H251
Q8IZD4,Q12906
O14746,Q9Y6I7
Q13045,P63241
P23511,Q13131
O43592,P01106
Q9UBC2,P51790
Q14739,P16871
Q9H9Y6,Q9H9Q4
P17655,O94927
P08047,Q9UBX5
O00472,Q9C029
Q96MF7,O95297
P31483,P16104
O95210,P49591
Q99075,P60510
P11308,Q9UNH7
Q9NQ55,P62913
P07900,Q8IU60
P10644,Q8N5F7
Q96BH1,P41273
Q99081,Q9NXR8
Q8NEM0,Q9NV31
Q6WKZ4,O00541
Q9UNE2,O95405
O60494,Q9NQT8
Q8N201,Q07866
Q8NHM5,O43264
Q9Y4D1,Q8TEP8
P46019,Q92925
Q8NBZ0,Q9Y2D1
P57678,Q13451
Q6UWE0,Q15013
O00221,Q01094
P12931,Q9HC52
P19320,Q9BY84
Q9UBU9,Q86YV9
Q6FIF0,O14893
P32245,Q9NZN5
P22695,O14745
Q8N729,Q9Y2Y4
P51531,P0C1Z6
Q9H081,P07951
P54727,P61586
Q15485,Q9UK58
O75899,Q12948
Q9C005,P26374
Q9UBU8,Q9UHC6
P40123,Q9H2C0
Q15542,Q9P2D0
P15813,O43597
P36954,Q8NI36
Q14643,Q12874
O15553,P62508
P40926,P25800
O60486,P30556
Q8WTS1,P50539
Q04917,Q5VVQ6
P42261,Q96PF2
Q96KR1,P10515
P48378,Q6ZUJ8
Q9NQC7,Q9Y508
Q96GM5,P34130
Q86X29,O15516
Q9NRA8,P06493
O75525,P18433
P22695,Q9UH77
Q8IZJ1,Q9UKJ3
P13224,Q9P2D0
P49711,Q9H469
P01135,P18887
P33032,O00308
Q8N6M0,P21675
O43488,Q6IBW4
O95544,Q8IYD8
Q14957,P61077
P09467,Q7L9L4
Q8IX07,Q13424
Q15008,P57740
P48061,P36941
Q96IY4,Q6X4U4
P51003,Q9H2X3
P0DPH7,P35346
O95273,Q01860
P21941,Q92530
O43307,P30260
O60232,Q96BR1
Q9UGJ1,Q8N3Y1
P26583,O75312
P19022,Q99075
P06870,P49591
O14618,Q8NEM0
Q15120,Q9UMZ2
P51003,Q99972
Q9BPZ7,Q8IUH3
Q5VST9,Q9Y2Z9
P53355,Q9UHQ1
P61586,P56645
Q01130,O75843
O15297,Q9UBI1
Q13705,Q8TDX7
O43196,P61952
O15155,Q9NPF5
Q8IY92,P60484
O60610,Q9H0Y0
P29374,Q9UNM6
O43502,O00429
O14795,Q99661
P29474,Q8NB12
Q7Z5K2,Q05469
P52735,Q15008
P48443,P45983
P23560,Q8NFD5
Q14118,Q9HB21
Q9H2X3,O60231
O76070,Q9UH77
P62873,O95251
Q8TDB6,Q7Z406
Q5VST9,P15502
Q13153,Q9UIV1
P48551,Q8TBK2
Q96S52,P61764
O15212,Q9H5I1
Q96QV1,Q7Z6Z7
Q9UPT5,Q9HAZ1
P22674,Q96F07
P49916,Q9NPC6
P78413,P37173
P62277,Q9Y6F1
P49916,P40939
P14770,Q9H1D0
Q15406,P16278
Q9P0R6,P35269
P05362,Q9H1R3
Q16526,O95071
Q9BPW8,Q8N3Y1
Q9BXW4,Q9UKA4
P50895,P01584
P01563,Q9Y5T5
Q15418,P52630
P00747,P19438
Q13322,Q86TM6
Q96FW1,Q15788
O94842,O60934
P18621,P23469
Q9Y2Y9,Q13094
Q9NWT6,Q9HAT0
Q9NV92,Q8WUA4
P62324,Q13643
P33076,P50553
Q5JQC9,Q13936
O75807,Q00534
Q96FZ7,P48730
Q9H410,Q9H5V8
Q92966,Q8NHG7
Q70EL2,Q9BZK7
Q9H2D6,Q96IV0
P25116,P06881
Q99828,P25789
Q96B26,Q9UIG0
O00623,P29320
P61587,Q9NVP1
P39086,P01160
Q92889,Q9BWF2
O95295,Q9Y2W2
P08833,P35998
Q13586,P49810
Q96L91,Q16667
P59780,O43924
Q9H2K2,P84103
Q8TAM2,P13010
Q99075,Q9HB21
P07858,P61244
Q9BYE7,Q9H0M0
Q9HAV0,P01019
Q9Y2W1,Q9UPT9
P15336,Q96NA2
O60683,Q9HAP2
O95243,Q3V5L5
P25705,P43626
Q13190,P04229
Q14258,Q8IYW5
Q5TCZ1,Q86US8
P78504,Q99575
Q92614,P50591
P54132,P05230
Q13574,Q9UK41
Q5T6S3,P42226
P31323,Q96IF1
O14770,Q16828
P09132,Q15046
Q9NYG5,Q8WYJ6
Q15562,Q9BX63
Q01344,Q8N5R6
Q9BVP2,P09429
Q9Y5X4,O14933
Q15436,Q9BWF2
P60033,Q92777
Q86YT6,Q8NFJ9
Q00577,Q9GZU2
Q92882,Q86XK2
Q9NPQ8,P14635
Q9Y678,Q9Y6D6
Q9Y265,Q96E14
P34932,Q92993
Q13233,Q13643
P62072,P62070
Q9UNE7,O14662
Q6VMQ6,P98160
Q9H816,P49815
Q76L83,O95600
P48357,P21796
Q14185,Q8WVC0
Q9UL62,P28065
P02748,Q9C029
Q9UGK8,P98160
Q9NWT6,P16070
P57078,Q13009
Q9HCI7,Q9NQ29
Q6P1M3,Q9H334
P06746,Q9H6Z9
Q96SB3,Q53HL2
Q93096,P55347
Q9Y4D1,Q15327
Q96QK1,Q15744
O95155,Q9NP84
O75604,Q13057
Q16288,Q9UL54
P53803,Q96KR7
P53567,O14933
P60660,Q6PJG6
Q99814,A5YKK6
P11532,O43913
Q9NPI8,P10144
P54257,P30048
O75628,Q8WXA9
Q86XR7,Q14573
Q6IE81,Q01664
Q9H211,Q5VTR2
Q5TKA1,Q5VTL8
P54829,P15090
Q9HBE1,Q16851
P25786,Q96PN7
Q9NQU5,P98164
Q96EK5,P08631
O43741,P61978
Q6P4Q7,Q86SX6
P13232,P13987
P49792,P41002
Q13451,P37173
P63316,Q969H4
P51572,O95863
Q9Y5P8,P48167
Q13469,P35557
P10109,Q0VG06
O43502,P46736
Q8TDR0,Q9P287
Q9UBB5,P51948
Q6N021,Q9Y2V7
Q29983,Q15468
Q12770,P49910
Q96J84,Q04756
Q14512,Q99958
O43187,Q9GZU2
P50990,Q86WV1
Q12851,Q15303
P63104,Q969H4
P01374,O95573
Q5TGY3,Q9BW11
Q96RK4,Q7Z6J0
Q2NKJ3,Q96JC9
P24928,P49959
Q14498,Q9HAQ2
Q6IA86,P49959
Q14194,Q8IUD2
O00244,P00742
Q08117,Q5T6S3
Q13474,Q9Y508
P48506,P62328
Q99684,Q8TAP6
Q02750,O15297
Q16629,Q96JB2
Q674X7,P51965
Q14814,Q13009
O75145,Q01638
Q92540,Q99618
Q86X55,O15116
Q58A45,P40938
O75689,Q99615
O14974,Q7KZF4
Q9BUG6,P53350
Q99590,Q9H147
Q9BYG3,Q15723
Q86YP4,P27701
Q15717,P08575
P01011,O14948
Q9UKX7,O43557
P19532,Q9NVF7
Q9UI08,Q9NQZ3
Q14106,P38646
Q96CS4,O43663
P02746,Q9UPY8
Q12815,O95602
P23468,A9UHW6
Q9UJT2,O75509
Q92800,Q9Y264
P39019,P22415
Q9Y698,Q9H469
P53567,Q9UBI6
O95602,P09211
Q16613,Q86U86
Q8TBZ3,P62136
P19022,P48509
Q96P71,Q9H251
Q9BZE4,Q9ULC4
P67809,Q5S007
Q9P0L2,O75530
Q6PIJ6,Q9Y5B9
P22695,P61962
Q9H422,P55055
P43146,Q9HD26
P62736,Q9P2G9
Q9UBU8,Q13838
P54578,P30989
Q9NYG5,O60238
Q9BY43,Q15389
O00213,Q9H081
P08572,Q13332
Q9Y2J0,P05181
Q9UK41,Q99418
O95721,Q5T7V8
Q9C005,P30988
P52655,P19022
Q9UHQ4,P32245
P20333,Q13619
P05787,Q99640
Q05193,Q8TAF3
Q9HAV5,P29320
P06307,O14544
Q6VVB1,Q92796
Q9H0A8,O75448
O95229,Q9H816
Q14161,P21675
Q9UJW0,Q9H3S7
Q96QB1,P33151
Q9Y6N8,O15297
P21953,O95630
Q5JQC9,O14879
Q9UBE8,Q13617
P20042,Q9H467
Q9ULV8,Q13094
Q96PN7,Q8IY57
Q96L91,O00762
P42025,Q15361
O75884,Q9BQG0
Q06481,P30279
Q96CD0,Q16644
Q02156,O60739
Q8WXF8,P49591
P20290,Q15700
O95198,Q9HBM1
P27037,Q9BTE3
Q14242,Q92904
Q8N8A2,P17706
Q8NI27,P63000
P35613,Q9UBD5
P78347,Q16890
O75943,P29376
Q9BVI4,Q12769
Q9UGM3,P61247
P09683,O95817
Q92834,P14653
Q9XRX5,Q9BXC9
Q01664,Q15599
O14618,P35900
Q9H1J1,P55055
Q9Y5V3,P10071
Q9UNA4,Q9NZC7
Q03405,Q8IUC6
P25391,Q92830
P20333,Q9NP64
Q9GZS3,Q9NY12
Q01105,O60762
P10644,Q92570
Q14807,O60885
Q8TEP8,Q15596
Q93009,Q9BXB1
P0DI81,Q7Z406
Q99590,Q6ZSG1
P61457,O75506
Q9NZ94,Q03431
Q13614,P09211
O75676,Q96EZ8
P17844,O14497
P35250,Q13884
P12277,Q9NQZ3
P15170,P62273
P15170,P36405
O75528,Q9UQ35
P35368,Q3ZCQ8
P55789,O60678
Q86T82,Q14974
Q01453,O00186
Q9H0C5,Q8IY31
Q08209,P60953
Q9H0K1,P36873
Q9UBT2,Q9UM54
O95297,P50990
Q9BPW8,P78362
Q14194,Q99661
P42263,Q9NXV2
Q15650,P49682
Q9BQ67,P49795
Q14181,Q9BY67
P26641,Q13277
Q96MT8,P61925
Q8WWL7,Q9NVX0
P46734,P61626
P30049,P35613
Q9Y6B2,Q13838
P55198,Q9C0J8
Q9UHV8,Q03111
P40238,Q8TD08
Q9NSA3,Q53GS9
Q96CW1,O95613
O15155,Q9P104
P63167,P49763
Q9BTW9,Q15363
Q15382,Q9Y2K6
P15884,P68402
P09486,Q9UPZ3
Q99741,P21810
P24928,Q96KQ4
Q8TAG9,Q92747
O14798,Q96Q27
Q15051,P30622
Q15404,P62736
P29622,Q9NWV8
Q9H7C4,Q15796
P49336,P15813
Q99759,P56645
P07711,P13598
Q15834,Q9HAW0
O14836,Q8IWI9
O60826,O95336
Q9UBQ5,Q3LFD5
Q86UT5,Q14011
Q9BPZ7,P35398
Q13625,Q9BVC4
Q01344,Q9Y2D8
Q6P2Q9,O15457
Q06455,Q92830
Q9NPB6,Q05397
Q9H9L4,P24864
Q9ULM6,Q8TAM1
P24941,O15524
Q96E14,P52735
Q8WVY7,Q96BR1
Q2QGD7,Q9BY11
Q9GZU2,Q2NKJ3
Q15672,Q12967
Q53HV7,P05556
Q9Y345,O75843
O43189,P21953
P20042,P42226
P05160,Q7Z6A9
Q9Y678,Q86VP6
Q9NVF7,O94941
Q5TKA1,P32942
Q7Z6J0,O75323
P21741,Q6ZRS2
Q7L5D6,Q9NX24
O43150,Q9H9E1
Q14004,Q13287
O60675,Q8NI35
Q93052,Q9ULV3
O95967,O43353
Q96CW5,O96019
P35221,P53567
O14640,Q7L9L4
P36402,Q92838
P01034,Q15406
Q9UGI8,P30989
P07101,Q9UMF0
Q969R2,Q8N3I7
Q75N03,P61964
P02686,P53365
P27815,P13611
Q13472,Q14681
Q01826,O75448
P28702,Q8WYQ5
Q7Z406,Q13469
Q9UBB5,Q8IXW5
O95278,Q9NQC1
Q8N729,Q12888
P61289,Q5VWQ8
Q14831,O75817
Q86VN1,P49257
P22626,P08754
P32856,O75962
Q8NBT2,P60510
P49789,O95602
Q9GZV5,O14544
Q96EY7,O43896
Q9UBN4,O75326
Q58A45,Q13588
P61024,P35568
Q16526,O14745
Q96S52,P07858
P08069,P23588
P54920,P21675
P11474,P51948
O95229,O15400
Q9HAW0,P62633
Q8TEU7,Q13480
Q9UBW7,P11474
Q99497,P02462
O75179,P51148
P11912,P49639
Q9P2M7,Q13427
P08700,P51843
P36954,Q9UHC6
Q7L576,P55327
O43313,Q8NEM2
Q4G0J3,P09493
P10721,P22307
P19532,Q9UK73
Q12816,O75832
O75190,Q99598
P54368,O95944
O75914,P14921
Q63ZY3,Q9P209
Q8WVJ9,O43264
P35613,O43318
Q8NHY5,P54253
P31350,Q2NKJ3
P15056,Q96B67
Q9Y2H1,P45379
Q9UP52,P00533
Q9UHD8,Q99459
Q9H0C5,P02765
P26441,Q96I34
O43502,Q14938
Q9BPW8,P60604
Q7RTN6,P18075
Q15306,P60484
Q9H2B2,P02741
O95785,P15924
Q9H9E1,Q9Y4J8
P68104,Q8N5V2
O00167,O43896
O60927,Q13409
Q9UQB3,Q9UPN3
P05787,Q15744
Q53HV7,O43313
Q9Y4Y9,Q9H2G4
Q9UBF2,Q13432
Q96SZ6,Q13163
P17661,P42679
Q9H9F9,Q9Y6J9
Q9NPY3,P41273
P48357,Q9BQ52
Q8NBW4,Q9H0N5
Q9HBM6,P13569
Q7Z628,P09086
Q9NRF2,P57740
Q7Z465,P55884
P08235,P26641
Q13153,P42701
O95571,O43516
O15527,Q8NB46
P09769,P25391
P15173,P01023
Q16849,O75554
Q8NB16,Q13490
Q8TF40,P49795
O95218,Q96IF1
P54252,Q9H270
O15055,P30622
P62304,Q92966
O75771,O15020
P48729,Q9Y5R8
Q9BXL8,Q9Y2J2
Q9H7D7,Q8IWI9
Q9BU64,Q9Y2I1
Q9HCU9,Q96JC9
Q8NHY5,P52435
Q13428,Q9BX63
Q8N9N5,Q9H0U4
Q92625,Q9NPY3
Q7L5N1,Q96FJ0
Q9NV58,Q13884
P07333,Q6GQQ9
P21953,Q92783
Q99612,Q8N5V2
P55039,Q01658
Q86X83,O14497
O75147,Q92783
Q9UL33,P51684
O60486,Q9UNF0
Q13637,P52630
P42081,Q9Y2K6
Q15306,O14802
Q9Y5R8,Q9Y6M7
O00463,Q9HB89
Q16665,P62273
P25054,Q8TDW5
P62306,O43156
P40424,Q9NQP4
P08047,P42685
Q14653,Q8IUC6
Q92777,P35556
P12004,Q9NVI1
O75448,Q07866
P61006,Q9NXR1
Q14990,Q03933
O95155,Q9NXV2
P30260,O76021
O15020,O15085
P78556,Q8TDN4
Q15131,P41743
Q9BSV6,P20807
O75592,Q96JM7
Q9BPW8,Q9NTI5
P31273,Q8IXH7
Q86U06,Q8IUD2
Q08397,P13726
P42772,Q8NC51
P67775,Q00722
O75446,Q9NP98
P62166,P50616
O14787,O60739
O60216,Q969T4
P62280,O14544
P46940,Q7L5D6
P61764,Q9UBF6
P35900,Q08050
Q9BU61,P61981
Q6IA86,Q9NR77
P35869,Q53EV4
P16885,O00213
Q13435,Q9H9E3
P08100,Q06187
P50616,P36405
Q86X55,P62834
O75663,O95249
Q14691,P51911
Q96MW5,Q9NPD3
Q9UIF9,Q04721
P10244,Q9UM73
P68400,O00512
P22303,Q6FI81
Q9UJA5,Q14565
P61769,P21453
Q969H0,Q9BY84
Q9H9F9,Q13087
P28072,Q8N5F7
Q92747,Q15025
P17947,P10909
Q13829,P15880
P08637,P49750
O95571,O95819
Q06609,Q96CS4
Q96LC9,P05386
Q02487,Q9NUG6
