node1,node2,Class Label
899,3479,1
4194,442,1
568,3257,1
2624,3257,1
4063,3257,1
430,3257,1
3152,3257,1
3550,847,1
256,4535,1
2810,442,1
3666,1366,1
5220,3418,1
258,3418,1
661,3418,1
930,442,1
3799,2113,1
256,2113,1
818,4523,1
4229,818,1
3464,818,1
1568,818,1
2969,690,1
5345,690,1
4404,690,1
2897,690,1
3179,690,1
5294,690,1
1164,384,1
384,814,1
3798,384,1
4576,384,1
2925,384,1
651,384,1
384,1527,1
3014,384,1
384,2105,1
384,5170,1
50,384,1
384,4429,1
384,4337,1
2622,384,1
2767,5106,1
2969,3648,1
4404,3648,1
877,1504,1
2952,1504,1
4315,1832,1
24,4614,1
2012,4614,1
435,4614,1
5103,4614,1
21,4614,1
651,4614,1
5009,4614,1
4614,1955,1
1173,4614,1
2446,4614,1
2027,3479,1
3351,2767,1
92,4614,1
4614,4005,1
4923,2767,1
4614,4257,1
4046,4808,1
2810,2767,1
24,4124,1
4124,4046,1
651,4124,1
676,4124,1
107,4124,1
2832,5485,1
2969,5490,1
5430,5490,1
4404,5490,1
3973,1770,1
4886,1770,1
3554,1770,1
5175,1770,1
3564,1770,1
3543,1770,1
3068,1770,1
2389,1770,1
1628,1770,1
3177,1770,1
341,1770,1
2953,2597,1
3554,1719,1
3564,1719,1
2389,1719,1
3325,863,1
3257,3234,1
863,3015,1
1566,3234,1
271,2718,1
680,2718,1
2729,3234,1
997,24,1
354,3082,1
1537,4089,1
4710,3234,1
3680,1164,1
2166,1164,1
2786,2012,1
2368,3234,1
712,2012,1
2012,5009,1
2746,2012,1
2012,405,1
554,3479,1
2012,2305,1
3119,2012,1
1123,3234,1
4732,3234,1
2969,4523,1
1852,2969,1
4164,2969,1
459,2969,1
5430,2969,1
2969,3754,1
4027,2969,1
1527,2969,1
2969,1926,1
1858,2969,1
3549,3234,1
4655,2969,1
239,2969,1
2969,4413,1
821,2969,1
3672,2969,1
4226,2969,1
4738,3234,1
3024,2969,1
4205,2969,1
2969,4499,1
2809,2969,1
2969,3693,1
1296,4042,1
875,4042,1
3564,4042,1
3728,79,1
3728,1257,1
1598,3728,1
169,3728,1
3362,1162,1
3878,3728,1
4374,1668,1
1680,1162,1
2038,1668,1
1291,4229,1
712,1291,1
1296,1291,1
1598,1291,1
3843,1162,1
4191,1291,1
3878,4699,1
712,1162,1
1574,1649,1
4927,1574,1
4846,1574,1
1598,1574,1
2928,1574,1
1574,5320,1
5281,1574,1
3051,1574,1
2438,1574,1
4832,1574,1
4523,271,1
3219,271,1
137,4294,1
4719,928,1
5357,271,1
1972,1162,1
5301,1162,1
1809,1162,1
3161,591,1
2384,4650,1
4911,4650,1
284,3723,1
3416,2771,1
1375,2771,1
1691,3755,1
953,1162,1
1471,3333,1
3102,3333,1
2630,3333,1
3084,3333,1
1922,3333,1
2584,3333,1
5060,1275,1
3208,1162,1
4400,5482,1
4724,5482,1
1003,3778,1
1883,3778,1
507,1027,1
2584,2922,1
2497,740,1
507,740,1
319,740,1
5116,740,1
956,740,1
2613,4673,1
2899,740,1
507,2858,1
319,2858,1
3764,2858,1
32,2858,1
2899,2858,1
187,4200,1
52,187,1
187,4757,1
974,187,1
3182,187,1
3629,4733,1
3329,4733,1
1405,4673,1
3172,964,1
1647,964,1
3629,1134,1
1647,1134,1
3629,3422,1
471,1653,1
3380,1653,1
5290,1653,1
1464,1653,1
1061,376,1
3123,3847,1
1603,3847,1
2680,3150,1
1739,903,1
5103,903,1
4523,903,1
2661,903,1
3681,903,1
1854,903,1
1862,903,1
2877,903,1
2650,903,1
5405,659,1
695,1314,1
2149,1314,1
4995,1314,1
72,1739,1
3318,1739,1
492,3602,1
4523,1739,1
4735,1739,1
5158,1739,1
2877,1739,1
1077,1739,1
2144,1739,1
2821,1739,1
3318,72,1
1528,72,1
4735,72,1
5158,72,1
2398,72,1
2821,72,1
2144,3318,1
3994,4225,1
3906,1432,1
2966,765,1
5103,765,1
2686,3602,1
25,765,1
4386,765,1
3144,765,1
1198,765,1
1591,765,1
1985,765,1
34,765,1
5094,765,1
4251,765,1
1144,765,1
1616,765,1
315,765,1
5156,765,1
3692,765,1
5065,765,1
4244,765,1
344,765,1
3417,765,1
466,765,1
4778,765,1
175,765,1
2480,765,1
1129,765,1
4855,765,1
151,765,1
5323,765,1
1561,765,1
2236,765,1
3394,765,1
3616,765,1
4964,765,1
4237,765,1
3313,765,1
2461,765,1
34,2658,1
335,2658,1
1144,2658,1
742,4862,1
2131,4281,1
4466,4281,1
5163,4281,1
1029,4281,1
1620,4281,1
3967,4281,1
1814,4281,1
5182,4281,1
4188,4281,1
3869,4281,1
1749,4281,1
4813,4281,1
4322,4281,1
3927,4281,1
3978,4281,1
5380,4281,1
2947,4281,1
3596,4281,1
3430,1973,1
4925,4281,1
5168,4281,1
2479,4281,1
5118,4281,1
5163,1340,1
1312,1973,1
4839,1337,1
3650,1337,1
892,1337,1
2459,1337,1
2818,4546,1
4523,4546,1
4184,2818,1
1927,3396,1
4370,1973,1
2851,5268,1
5295,2772,1
1047,1973,1
1927,3930,1
220,2556,1
4382,928,1
1259,2477,1
559,490,1
216,2477,1
581,973,1
700,973,1
2330,3584,1
5378,3584,1
5044,3584,1
2992,2769,1
2730,2769,1
2330,170,1
2895,611,1
2303,1393,1
1935,1393,1
1639,391,1
1639,2926,1
1639,1560,1
5219,1973,1
1639,4523,1
5155,1973,1
522,4145,1
2702,1401,1
1060,4291,1
4804,4291,1
1131,4291,1
3133,4291,1
2684,2915,1
3476,1401,1
1422,878,1
2075,878,1
1863,316,1
4588,2898,1
5414,2563,1
5414,1131,1
2672,1827,1
185,4747,1
3346,4747,1
280,4747,1
1315,1401,1
2266,4185,1
2494,4185,1
4235,4185,1
3532,4185,1
1047,1401,1
4337,4185,1
2478,928,1
3366,1401,1
5155,1401,1
1522,1401,1
4436,3711,1
36,2831,1
2053,2837,1
651,3817,1
2131,1803,1
506,1803,1
5133,1803,1
2458,1803,1
752,4356,1
1814,4356,1
875,928,1
824,4521,1
4462,4356,1
5168,4356,1
884,2519,1
3351,5191,1
3423,1630,1
910,1630,1
4416,1630,1
5425,1630,1
4618,580,1
4828,2586,1
5034,4521,1
2388,2586,1
4761,4389,1
231,4389,1
3423,4057,1
2497,4057,1
910,4057,1
1264,4057,1
402,4057,1
3890,4057,1
3815,4057,1
2508,4057,1
4761,4057,1
5264,4521,1
231,4057,1
4618,5317,1
1557,4521,1
5123,4117,1
2604,3423,1
910,3423,1
3759,3423,1
4268,4521,1
3787,3423,1
5070,3423,1
1264,3423,1
3283,928,1
2385,3423,1
3084,3423,1
3467,3423,1
2508,3423,1
2110,3423,1
4613,3423,1
2574,3423,1
402,2497,1
4642,2497,1
2616,2497,1
4797,4521,1
3969,648,1
5057,648,1
4230,4521,1
3798,531,1
58,531,1
4506,5324,1
1391,2786,1
1364,4521,1
5200,2786,1
1534,4521,1
4138,3358,1
2652,3358,1
2476,3358,1
1508,1345,1
4558,4521,1
1508,3154,1
4839,5448,1
2684,4412,1
1730,4412,1
869,4521,1
5200,4412,1
3710,4412,1
5426,4412,1
3022,4521,1
4276,2330,1
278,2330,1
3502,4364,1
1388,4521,1
5061,4364,1
506,3258,1
1016,447,1
3943,447,1
5009,447,1
405,447,1
4246,447,1
514,4521,1
1952,4521,1
2065,1263,1
1239,1263,1
2355,1931,1
1055,1931,1
3766,1931,1
5048,1931,1
5164,2674,1
3534,2674,1
2684,2674,1
2653,2674,1
2027,928,1
4362,4521,1
1144,4839,1
2368,4839,1
2487,4839,1
1082,993,1
2932,4521,1
1320,993,1
181,993,1
5460,993,1
2223,225,1
1011,4521,1
3366,1566,1
1826,1566,1
2127,4521,1
4046,1595,1
782,4955,1
4935,4955,1
189,4521,1
944,2358,1
2383,4521,1
4180,4729,1
4935,4729,1
2669,2572,1
1863,4521,1
3519,4357,1
1207,4357,1
4795,5029,1
2125,4521,1
1026,5029,1
1144,5029,1
2368,5029,1
657,5029,1
4738,5029,1
1949,5029,1
4411,928,1
908,4521,1
4495,2607,1
4026,2953,1
3961,2953,1
2632,2953,1
1443,2953,1
1964,2953,1
4005,4521,1
1657,2683,1
2683,441,1
1166,2683,1
2053,2683,1
5288,2683,1
4603,4521,1
1972,340,1
1339,340,1
2239,5189,1
4523,5189,1
1591,5189,1
3261,4521,1
1985,5189,1
34,5189,1
335,5189,1
3301,5189,1
4691,3673,1
2131,3673,1
1569,3673,1
5217,3673,1
384,4521,1
4466,4691,1
1569,4691,1
4614,4521,1
2239,2131,1
3154,2131,1
1864,2131,1
506,2131,1
4808,4521,1
931,2131,1
3567,2131,1
1144,2131,1
3849,2131,1
2652,2131,1
4124,4521,1
636,2131,1
3127,2131,1
1423,2131,1
3417,2131,1
657,2131,1
533,2131,1
1857,2959,1
1783,4579,1
342,4579,1
4639,4579,1
4466,4579,1
3335,4579,1
2770,4579,1
245,4579,1
4185,4521,1
2744,4579,1
5376,4579,1
4983,1783,1
342,1783,1
4466,1783,1
1440,1783,1
5324,4521,1
2744,1783,1
447,4521,1
2937,2966,1
3943,2966,1
4077,2966,1
3109,2966,1
219,2966,1
2368,2966,1
2953,4521,1
1259,2966,1
2937,5491,1
5103,4521,1
1348,5491,1
20,5491,1
342,4983,1
4386,4983,1
3144,4983,1
2937,4983,1
2744,4983,1
3144,342,1
4466,342,1
4046,4521,1
3814,342,1
2744,342,1
1551,342,1
4187,342,1
4639,2239,1
3361,4521,1
2201,2239,1
379,2239,1
586,2239,1
842,2239,1
4243,2239,1
2358,2239,1
2026,2239,1
1213,4521,1
3365,2239,1
4523,4639,1
992,4521,1
3144,4639,1
1736,4639,1
2878,4639,1
4837,4521,1
4639,1520,1
4046,5103,1
4523,5103,1
992,5103,1
2494,5103,1
5103,2537,1
5103,2610,1
1016,4521,1
314,5103,1
577,5103,1
676,5103,1
2473,5103,1
1159,5103,1
32,5103,1
5103,5048,1
3591,5103,1
2268,5103,1
744,5103,1
5103,3532,1
4795,5127,1
4686,4521,1
5049,5127,1
2368,5127,1
5381,5127,1
2142,5127,1
3824,4521,1
3966,290,1
5222,3966,1
21,4521,1
295,2266,1
3629,2266,1
557,2266,1
1635,2266,1
1868,2266,1
32,2266,1
5477,4521,1
1647,2266,1
261,2266,1
1235,2266,1
1321,726,1
1321,5433,1
2008,4521,1
295,3042,1
3629,3042,1
1647,3042,1
736,3154,1
2835,3154,1
3471,3154,1
4432,3154,1
940,3154,1
3074,4521,1
2610,3154,1
706,3154,1
798,3154,1
579,3154,1
4243,3154,1
712,4521,1
5086,3154,1
572,3154,1
2381,3154,1
3768,3154,1
1599,3154,1
3952,3154,1
2304,4046,1
5420,4046,1
3798,4521,1
1016,4046,1
21,4046,1
3856,4046,1
792,4521,1
4046,3943,1
4046,3798,1
1983,4046,1
4046,651,1
4257,4046,1
1058,4046,1
4168,4521,1
632,4046,1
2501,4046,1
4046,2852,1
4246,4046,1
58,4046,1
4576,4521,1
5492,4046,1
4046,676,1
2977,4046,1
4046,2105,1
5026,4521,1
4046,1623,1
3868,4046,1
1936,4046,1
3914,4046,1
3996,4046,1
3046,4046,1
4257,4521,1
1058,4521,1
712,3361,1
4408,3361,1
613,3361,1
315,3361,1
933,3361,1
3866,3361,1
4371,4521,1
4276,3173,1
3995,3173,1
2080,3173,1
4347,3173,1
834,3173,1
1587,3173,1
3359,3173,1
3465,3173,1
3995,4276,1
932,4276,1
1058,4276,1
5009,4521,1
4276,3849,1
2570,4276,1
2950,4276,1
2537,4521,1
932,3995,1
1587,3995,1
1058,3995,1
2570,3995,1
2950,3995,1
405,4521,1
3204,2853,1
2852,4521,1
506,5028,1
1899,5028,1
3608,5028,1
4624,5028,1
100,5028,1
1259,5028,1
3708,5028,1
107,5028,1
4742,5028,1
1508,5028,1
4949,4521,1
532,5028,1
4246,4521,1
1649,1169,1
3035,3889,1
5088,3889,1
627,4521,1
643,478,1
676,4521,1
2934,5188,1
1040,4521,1
1649,5188,1
2621,5188,1
3371,5188,1
2672,5188,1
1725,928,1
5456,4521,1
4531,4521,1
1055,4521,1
58,1212,1
1583,1212,1
5170,4521,1
3969,3857,1
1595,5268,1
1274,4521,1
2934,5268,1
1649,5268,1
827,5268,1
3969,5268,1
2501,5268,1
5172,5268,1
3465,5268,1
529,5268,1
4205,5268,1
1228,928,1
1173,4521,1
4812,5268,1
1202,4523,1
1349,4523,1
4466,4523,1
4795,4523,1
2661,4523,1
3249,4523,1
39,4523,1
5462,4523,1
1060,4523,1
3426,4523,1
644,4521,1
5286,4523,1
5158,4523,1
2725,4523,1
2835,4523,1
2934,4523,1
4486,4523,1
1573,4523,1
4432,4523,1
3342,4523,1
1082,4523,1
4700,4523,1
1358,4523,1
2610,4523,1
586,4523,1
111,4523,1
3211,4521,1
3444,4523,1
1118,4523,1
3692,4523,1
5065,4523,1
3917,4523,1
3647,4523,1
3818,4523,1
4122,4523,1
4398,4523,1
466,4523,1
3524,4523,1
564,4523,1
3669,4523,1
4778,4523,1
684,4523,1
1123,4523,1
175,4523,1
565,4523,1
1368,4523,1
1646,4523,1
603,4523,1
3162,4523,1
2463,4523,1
2877,4523,1
1077,4523,1
2141,4523,1
4184,4523,1
923,4523,1
1184,4523,1
756,4523,1
107,4523,1
2343,4523,1
3972,4521,1
2475,4523,1
2672,4523,1
5381,4523,1
2872,4523,1
1380,4523,1
3591,4523,1
153,4523,1
3875,4523,1
3774,4521,1
448,4523,1
1089,4523,1
2904,4523,1
3386,4523,1
1444,4523,1
3868,4521,1
2650,4523,1
1843,4523,1
3157,4523,1
2487,4523,1
1631,4523,1
3658,4523,1
1571,4521,1
864,4523,1
739,4523,1
4420,4523,1
1752,4523,1
1284,4523,1
122,4523,1
4821,4523,1
3953,4523,1
4523,680,1
4429,4521,1
3221,4194,1
3243,4521,1
827,3805,1
4328,3805,1
3969,3805,1
4337,4521,1
3103,3805,1
2876,3805,1
3571,3805,1
5135,4521,1
3399,3805,1
2650,3805,1
4512,3805,1
4928,3805,1
4757,4521,1
1925,4521,1
96,4521,1
1640,4521,1
224,4521,1
5053,1407,1
2934,1728,1
3342,2227,1
356,4521,1
3730,1213,1
712,1213,1
2437,1213,1
285,992,1
266,992,1
992,4005,1
266,4521,1
712,2315,1
3411,4974,1
768,4974,1
700,4974,1
757,3411,1
2872,3411,1
413,3411,1
1361,3804,1
2949,3804,1
2949,1361,1
792,4992,1
1089,4992,1
4446,4666,1
3949,4521,1
1556,2041,1
940,2041,1
3351,688,1
256,688,1
3351,5300,1
4392,1518,1
1142,1518,1
650,1518,1
149,2783,1
126,3730,1
4521,2738,1
58,3328,1
359,3328,1
852,2059,1
2426,4666,1
121,4532,1
2934,4532,1
4487,4532,1
4169,4532,1
58,866,1
1159,866,1
3650,1301,1
1021,2080,1
1468,5041,1
2918,5032,1
2180,4138,1
1385,4138,1
2402,4138,1
1123,4138,1
2926,4138,1
1185,4138,1
1677,4138,1
2133,4138,1
3240,2448,1
2952,2448,1
1649,5214,1
1127,2729,1
1984,2729,1
2729,1724,1
3549,2729,1
5334,2729,1
697,2729,1
3109,687,1
2474,1278,1
4437,2676,1
5129,2952,1
4229,3221,1
206,3221,1
1125,3221,1
1617,3221,1
2896,3221,1
2661,4256,1
206,4256,1
3591,4256,1
1669,2194,1
132,3017,1
3453,2194,1
256,1669,1
4755,5202,1
4131,3240,1
2934,3240,1
149,79,1
3058,79,1
4246,79,1
2601,1600,1
4595,1600,1
4698,1600,1
3011,5222,1
3351,3843,1
2960,2384,1
5449,2384,1
2740,1654,1
1132,2623,1
4755,1376,1
461,4044,1
570,253,1
1793,3697,1
2741,3510,1
3437,1746,1
1666,1746,1
5079,1746,1
5159,5459,1
3631,5459,1
1026,5128,1
2487,5128,1
731,5128,1
5104,3437,1
1662,1449,1
2920,4608,1
3969,4608,1
3516,4608,1
2868,4608,1
333,1864,1
1507,1864,1
489,1864,1
174,1864,1
132,3993,1
750,1175,1
3669,1175,1
4795,2409,1
2718,3993,1
1956,5420,1
1318,5420,1
3493,5420,1
4950,2592,1
3352,2592,1
3145,2592,1
3591,2592,1
4981,2284,1
1264,3870,1
4092,3870,1
1890,4666,1
1406,3870,1
4404,1852,1
2985,1866,1
4913,1866,1
1018,1866,1
1299,1866,1
2501,1866,1
4139,1866,1
1374,1866,1
2265,1866,1
1253,1866,1
2553,1866,1
1272,1866,1
732,1866,1
3144,2296,1
889,2296,1
4713,2291,1
4533,1756,1
2934,4326,1
4927,4326,1
1598,4326,1
5227,4326,1
2928,4326,1
4337,4326,1
3051,4326,1
2438,4326,1
4832,4326,1
3798,1544,1
1206,4200,1
4375,4200,1
3115,3763,1
3197,709,1
3994,2138,1
2044,2138,1
4975,4310,1
2422,2180,1
2683,4666,1
1721,5159,1
3698,5159,1
5075,5159,1
2368,698,1
1657,3210,1
5340,3988,1
1793,2617,1
74,2617,1
80,2617,1
5331,2617,1
3344,2617,1
2160,4975,1
4302,2617,1
286,2617,1
5340,4975,1
1486,2061,1
39,2919,1
2211,2919,1
4828,2919,1
4629,1128,1
3086,377,1
3941,106,1
2463,106,1
2753,106,1
4060,106,1
4828,106,1
1793,5148,1
875,5148,1
164,5148,1
2673,5148,1
2031,666,1
1026,666,1
1394,666,1
166,666,1
134,666,1
4420,666,1
2068,2451,1
110,5453,1
5470,44,1
1661,2985,1
2514,2985,1
5016,476,1
3144,3169,1
3967,1595,1
2876,1595,1
2649,1595,1
1701,1595,1
3362,476,1
1712,1595,1
4705,1595,1
4812,1595,1
4606,5201,1
1144,25,1
3417,25,1
580,25,1
2638,25,1
657,25,1
134,25,1
2487,333,1
596,333,1
2453,1451,1
1823,1451,1
4833,1321,1
2505,1321,1
4307,1321,1
4162,311,1
2501,311,1
3144,476,1
2377,4368,1
2501,4368,1
1425,4368,1
199,4368,1
4309,4368,1
4282,4368,1
3946,4368,1
1043,4368,1
83,4368,1
4036,476,1
1281,4368,1
507,1206,1
2765,1206,1
2971,1206,1
1786,2996,1
352,2112,1
534,2112,1
1257,1016,1
1257,1234,1
1257,940,1
1173,1257,1
819,1257,1
324,1257,1
4952,1257,1
4374,3262,1
1185,1560,1
5072,1560,1
1881,2088,1
387,4837,1
3380,4837,1
768,4426,1
1026,3414,1
2832,3414,1
121,4666,1
616,3052,1
5027,1612,1
5368,4153,1
5085,460,1
1110,460,1
3465,249,1
1244,1331,1
1987,2355,1
725,2355,1
3451,2355,1
1274,2355,1
1173,2355,1
2268,2355,1
96,2355,1
1671,2355,1
3013,236,1
1996,236,1
4981,236,1
1133,236,1
3519,1158,1
4772,1158,1
4875,1471,1
4383,824,1
3824,1016,1
2494,1016,1
887,1016,1
314,1016,1
4595,1016,1
2850,1016,1
4285,1016,1
5048,1016,1
5100,1016,1
4865,1016,1
1349,3076,1
1726,3076,1
1120,3076,1
1144,1950,1
4129,1950,1
116,1950,1
5479,1505,1
2982,1505,1
1757,3924,1
3575,4868,1
1877,63,1
3848,63,1
5469,3650,1
2463,3650,1
1025,2952,1
3014,646,1
3090,4666,1
2628,4607,1
5259,646,1
2455,646,1
3466,646,1
1391,1230,1
234,1230,1
2961,1230,1
4942,3639,1
4578,1554,1
491,1554,1
1454,1554,1
4520,1554,1
2650,1554,1
3905,1554,1
4255,149,1
135,149,1
4027,5345,1
2672,5345,1
5410,5345,1
2937,4164,1
4404,4164,1
4044,3404,1
518,3170,1
2326,3170,1
397,939,1
397,374,1
4617,4911,1
4299,3404,1
2546,4911,1
3416,1202,1
5384,5139,1
5120,1273,1
5005,4686,1
2549,4686,1
5243,5284,1
1223,5284,1
4466,4386,1
5094,4386,1
672,4386,1
375,4386,1
2482,4386,1
584,3111,1
5376,4386,1
1080,4386,1
2777,4386,1
2797,4386,1
4795,3144,1
3335,3144,1
1026,3144,1
4077,3144,1
651,3144,1
354,3144,1
1144,3144,1
4891,3144,1
1616,3144,1
1788,3144,1
3967,3144,1
94,3144,1
2172,3144,1
315,3144,1
4586,3144,1
3938,3144,1
1657,3144,1
5182,3144,1
1091,3144,1
1259,3144,1
3869,3144,1
1033,3144,1
1931,3776,1
5257,3144,1
2463,3144,1
4813,3144,1
2848,3144,1
1001,3144,1
625,3144,1
2904,3144,1
3470,3144,1
3386,3144,1
5133,3144,1
1494,3144,1
3645,3144,1
2650,3144,1
4925,3144,1
4881,4666,1
3477,3144,1
5204,3144,1
1004,3144,1
4924,3144,1
1085,3144,1
1284,3144,1
4077,3299,1
1259,3299,1
5136,3299,1
363,2108,1
3342,597,1
3969,2524,1
4449,3387,1
2149,3387,1
3593,3387,1
4162,2524,1
2501,2524,1
2368,506,1
657,506,1
134,506,1
1308,2524,1
3990,506,1
5080,506,1
3061,2378,1
3768,2378,1
3049,2378,1
948,301,1
657,301,1
4950,301,1
2487,301,1
5317,1882,1
580,1882,1
2672,1882,1
4198,1882,1
3179,4401,1
143,4401,1
4981,3013,1
1698,4666,1
2583,1996,1
2691,1996,1
2918,1349,1
3346,1349,1
781,1349,1
4763,1349,1
1299,1349,1
4957,1349,1
321,1349,1
2317,3271,1
129,1349,1
1480,1349,1
4472,1349,1
2923,1349,1
4374,1349,1
2694,1349,1
2043,1349,1
3309,3271,1
2949,1349,1
157,1349,1
365,1349,1
4053,1349,1
5057,1349,1
3492,1349,1
1114,3271,1
2918,3915,1
2855,3915,1
4374,3915,1
901,3915,1
5235,3915,1
450,3915,1
3492,3915,1
1345,3271,1
4281,3271,1
21,2303,1
1657,2303,1
4466,3271,1
1058,3351,1
605,3351,1
875,3351,1
5301,3351,1
1809,3351,1
1939,3351,1
3402,3351,1
598,3351,1
953,3351,1
1982,3351,1
3224,3351,1
1198,4466,1
3509,4466,1
1440,4466,1
2555,4466,1
3279,4466,1
5182,4466,1
560,4466,1
1372,4466,1
904,4466,1
923,4466,1
1184,4466,1
756,4466,1
1038,4466,1
1386,4466,1
3292,4466,1
1434,4466,1
4451,4466,1
3616,4466,1
2744,4466,1
1659,3271,1
1467,4466,1
5168,4466,1
4701,4466,1
2153,4466,1
1080,4466,1
